trade_id,date,client_id,pair,side,lots,profit_usd
1179,2025-10-27,132,EURUSD,buy,0.1,10.84
1553,2025-10-27,186,USDJPY,buy,0.5,-23.28
2123,2025-10-28,43,USDJPY,sell,2.0,-112.67
231,2025-10-28,31,GBPUSD,buy,1.0,141.17
2532,2025-10-28,67,GBPUSD,buy,1.0,56.94
1138,2025-10-28,1,XAUUSD,sell,0.1,14.72
1868,2025-10-29,119,GBPUSD,sell,0.1,11.61
2447,2025-10-29,117,GBPUSD,buy,0.05,2.16
1448,2025-10-29,66,XAUUSD,sell,0.1,4.57
630,2025-10-29,19,USDJPY,sell,0.5,-13.67
2748,2025-10-29,73,GBPUSD,buy,0.01,0.25
943,2025-10-29,164,GBPUSD,buy,0.05,-1.74
850,2025-10-29,153,XAUUSD,buy,0.1,-25.39
904,2025-10-29,62,EURUSD,buy,0.1,12.35
423,2025-10-30,80,GBPUSD,buy,2.0,180.12
2288,2025-10-30,67,EURUSD,sell,0.1,3.52
1379,2025-10-30,11,GBPUSD,buy,0.05,-0.37
1845,2025-10-30,161,GBPUSD,buy,0.05,-4.48
674,2025-10-30,138,USDJPY,sell,0.1,-10.0
2824,2025-10-30,108,GBPUSD,buy,0.05,5.91
367,2025-10-30,111,GBPUSD,sell,0.01,-0.7
198,2025-10-30,175,GBPUSD,sell,0.01,0.92
1108,2025-10-30,130,XAUUSD,buy,0.01,0.64
2782,2025-10-30,107,USDJPY,buy,0.1,-1.05
2780,2025-10-31,47,USDJPY,buy,0.5,45.11
743,2025-10-31,139,XAUUSD,buy,0.5,7.88
1930,2025-10-31,85,EURUSD,buy,0.1,17.38
2751,2025-10-31,125,EURUSD,sell,0.1,10.52
518,2025-10-31,87,USDJPY,buy,0.1,-8.81
673,2025-10-31,43,EURUSD,buy,0.5,15.22
2704,2025-10-31,88,XAUUSD,sell,0.05,-3.49
1275,2025-10-31,115,USDJPY,buy,2.0,64.57
813,2025-10-31,194,XAUUSD,buy,2.0,237.65
33,2025-10-31,183,EURUSD,sell,0.05,-1.47
637,2025-10-31,41,GBPUSD,sell,0.01,-0.92
1612,2025-10-31,172,GBPUSD,sell,0.05,-2.04
395,2025-10-31,2,XAUUSD,sell,0.05,4.99
2005,2025-10-31,194,USDJPY,buy,2.0,108.02
2756,2025-11-03,14,GBPUSD,buy,0.05,7.2
2283,2025-11-03,199,EURUSD,buy,1.0,-75.66
169,2025-11-03,191,EURUSD,sell,0.1,4.52
422,2025-11-03,77,GBPUSD,sell,0.05,-7.86
1566,2025-11-03,187,GBPUSD,sell,0.5,52.08
1357,2025-11-03,134,EURUSD,sell,0.01,1.59
2798,2025-11-03,65,XAUUSD,buy,0.01,0.17
1992,2025-11-03,96,GBPUSD,sell,2.0,-120.46
877,2025-11-03,57,USDJPY,buy,0.01,0.27
1501,2025-11-03,15,EURUSD,sell,0.1,4.43
2585,2025-11-03,76,XAUUSD,sell,0.05,7.21
861,2025-11-04,181,USDJPY,sell,0.05,2.98
2766,2025-11-04,185,USDJPY,buy,0.1,-3.39
1527,2025-11-04,2,GBPUSD,buy,0.1,-10.14
2230,2025-11-04,162,EURUSD,sell,0.05,10.26
1525,2025-11-04,63,USDJPY,sell,1.0,48.24
2049,2025-11-04,78,GBPUSD,sell,0.5,-43.07
1336,2025-11-04,62,GBPUSD,buy,0.05,0.89
1762,2025-11-04,125,XAUUSD,buy,0.01,0.16
2954,2025-11-04,96,EURUSD,buy,0.01,-0.59
1427,2025-11-04,186,GBPUSD,sell,0.01,-0.3
2496,2025-11-04,52,XAUUSD,buy,0.1,2.56
2828,2025-11-04,45,USDJPY,sell,0.05,1.97
2199,2025-11-04,42,GBPUSD,buy,0.05,5.56
1693,2025-11-04,13,GBPUSD,sell,0.05,1.87
2295,2025-11-04,58,GBPUSD,sell,0.01,0.23
1070,2025-11-04,141,XAUUSD,sell,0.1,-21.79
2853,2025-11-04,191,EURUSD,sell,0.05,-3.15
2591,2025-11-05,192,USDJPY,buy,0.05,0.92
2982,2025-11-05,167,GBPUSD,buy,0.1,0.32
2511,2025-11-05,29,XAUUSD,buy,0.5,-70.98
2329,2025-11-05,9,USDJPY,buy,0.1,8.29
408,2025-11-05,174,GBPUSD,buy,0.1,8.68
1487,2025-11-05,92,GBPUSD,buy,0.01,-0.39
2361,2025-11-05,73,GBPUSD,buy,0.01,-0.33
1343,2025-11-06,21,EURUSD,sell,0.1,-5.89
1169,2025-11-06,91,USDJPY,buy,2.0,-34.95
1536,2025-11-06,37,EURUSD,buy,1.0,-85.54
2320,2025-11-06,141,XAUUSD,sell,0.1,-5.93
1320,2025-11-06,138,EURUSD,sell,0.05,1.69
2535,2025-11-06,133,USDJPY,sell,0.05,5.61
1122,2025-11-06,133,USDJPY,sell,0.5,8.88
1387,2025-11-07,17,EURUSD,sell,0.01,0.36
2966,2025-11-07,89,GBPUSD,buy,0.1,0.68
2606,2025-11-07,181,GBPUSD,sell,0.5,3.04
2256,2025-11-07,54,USDJPY,buy,0.01,-0.32
1094,2025-11-07,123,USDJPY,sell,0.1,5.37
1276,2025-11-07,190,XAUUSD,buy,2.0,445.0
2528,2025-11-07,126,GBPUSD,sell,0.1,-7.04
1859,2025-11-07,70,GBPUSD,sell,0.01,-1.18
911,2025-11-07,44,USDJPY,sell,0.1,-0.55
2415,2025-11-07,20,EURUSD,sell,0.5,5.56
1243,2025-11-07,117,EURUSD,buy,0.05,4.05
2652,2025-11-07,166,XAUUSD,sell,0.5,-44.44
2266,2025-11-07,66,EURUSD,sell,1.0,8.25
2731,2025-11-07,157,XAUUSD,buy,0.5,46.0
2712,2025-11-10,166,EURUSD,buy,0.01,-0.36
1491,2025-11-10,14,USDJPY,sell,0.01,-0.96
1756,2025-11-10,179,EURUSD,buy,0.01,-1.42
2340,2025-11-10,112,USDJPY,sell,0.5,26.93
2935,2025-11-10,92,GBPUSD,buy,0.1,3.62
1581,2025-11-10,118,XAUUSD,sell,0.1,2.88
1345,2025-11-10,78,GBPUSD,sell,1.0,170.99
1160,2025-11-10,130,GBPUSD,buy,0.5,45.09
400,2025-11-10,43,GBPUSD,sell,0.05,-4.63
2002,2025-11-10,1,EURUSD,sell,0.05,-1.03
833,2025-11-10,46,XAUUSD,buy,0.1,7.7
2994,2025-11-11,63,XAUUSD,sell,0.1,-2.51
1565,2025-11-11,135,EURUSD,buy,0.01,0.63
1171,2025-11-11,15,USDJPY,sell,0.01,0.57
1844,2025-11-11,168,GBPUSD,sell,0.05,-0.05
737,2025-11-11,126,GBPUSD,sell,0.01,-0.74
1332,2025-11-11,153,GBPUSD,buy,0.05,-0.69
2103,2025-11-11,109,USDJPY,buy,0.01,-0.16
1625,2025-11-11,19,GBPUSD,sell,0.1,-12.45
2975,2025-11-11,108,EURUSD,buy,0.5,-5.08
2707,2025-11-11,92,XAUUSD,sell,0.01,-0.68
2061,2025-11-11,19,GBPUSD,buy,0.01,0.78
77,2025-11-11,179,USDJPY,buy,0.05,0.93
2282,2025-11-11,197,GBPUSD,sell,1.0,48.5
1381,2025-11-12,179,GBPUSD,sell,0.01,-0.14
1629,2025-11-12,94,USDJPY,buy,0.01,-0.1
2732,2025-11-12,47,EURUSD,buy,0.1,11.39
1717,2025-11-12,167,USDJPY,sell,1.0,68.31
2575,2025-11-12,47,USDJPY,buy,1.0,55.25
441,2025-11-12,188,GBPUSD,buy,0.1,2.22
2620,2025-11-12,180,USDJPY,sell,2.0,-103.99
1967,2025-11-12,32,XAUUSD,buy,0.05,12.69
1314,2025-11-13,192,XAUUSD,buy,1.0,-131.9
2651,2025-11-13,116,XAUUSD,sell,0.01,0.48
1115,2025-11-13,77,GBPUSD,buy,0.01,0.04
1953,2025-11-13,172,XAUUSD,buy,0.01,2.04
831,2025-11-13,63,USDJPY,sell,0.1,10.46
2900,2025-11-13,135,USDJPY,sell,0.01,1.35
1664,2025-11-13,152,XAUUSD,sell,0.01,-0.3
222,2025-11-13,7,XAUUSD,buy,0.01,-2.02
1449,2025-11-13,99,EURUSD,sell,0.1,-3.62
864,2025-11-14,82,USDJPY,sell,0.1,32.11
854,2025-11-14,178,USDJPY,buy,0.1,1.28
2820,2025-11-14,197,GBPUSD,sell,0.05,2.13
774,2025-11-14,93,EURUSD,sell,0.05,1.27
20,2025-11-14,108,USDJPY,sell,0.1,3.76
84,2025-11-14,84,EURUSD,sell,2.0,185.22
1440,2025-11-14,15,GBPUSD,buy,0.5,80.47
1471,2025-11-14,63,EURUSD,buy,0.01,-0.24
1010,2025-11-14,160,USDJPY,buy,0.01,0.18
2153,2025-11-17,123,XAUUSD,buy,0.01,1.68
478,2025-11-17,168,EURUSD,sell,0.01,-0.23
1132,2025-11-17,57,XAUUSD,buy,0.05,4.01
42,2025-11-17,50,XAUUSD,sell,0.05,0.42
349,2025-11-17,180,USDJPY,sell,0.05,3.63
1366,2025-11-17,168,USDJPY,sell,0.5,66.89
1479,2025-11-17,61,GBPUSD,buy,0.1,2.92
1937,2025-11-17,81,XAUUSD,sell,0.5,8.78
113,2025-11-17,91,GBPUSD,buy,1.0,-10.73
755,2025-11-17,137,USDJPY,sell,0.05,-0.38
439,2025-11-17,33,EURUSD,buy,0.01,-0.43
1083,2025-11-17,180,GBPUSD,buy,0.5,-27.19
1337,2025-11-18,16,USDJPY,sell,0.1,-6.93
2074,2025-11-18,43,GBPUSD,buy,0.5,50.37
871,2025-11-18,104,USDJPY,sell,0.01,0.41
2085,2025-11-18,151,USDJPY,buy,0.01,-0.15
1513,2025-11-18,83,USDJPY,buy,0.01,0.32
1737,2025-11-18,143,XAUUSD,sell,1.0,-30.4
342,2025-11-18,120,GBPUSD,sell,0.01,-0.22
1588,2025-11-18,24,GBPUSD,sell,0.01,0.62
848,2025-11-19,183,XAUUSD,sell,0.1,-10.35
2558,2025-11-19,119,XAUUSD,buy,0.1,-4.08
1678,2025-11-19,101,GBPUSD,buy,0.01,-0.53
2206,2025-11-19,197,GBPUSD,buy,0.05,9.79
633,2025-11-19,37,USDJPY,sell,0.5,47.81
1437,2025-11-19,191,XAUUSD,sell,0.05,-9.12
1881,2025-11-19,122,EURUSD,sell,0.5,98.63
2268,2025-11-19,108,XAUUSD,sell,1.0,158.33
1405,2025-11-19,165,USDJPY,sell,0.5,41.74
2479,2025-11-19,95,EURUSD,sell,0.01,-0.44
1131,2025-11-20,114,XAUUSD,sell,0.5,-41.26
269,2025-11-20,98,EURUSD,sell,0.01,-0.44
1152,2025-11-20,172,XAUUSD,sell,0.05,-9.09
2344,2025-11-20,184,EURUSD,buy,0.05,-3.83
575,2025-11-20,26,USDJPY,buy,0.05,0.59
2962,2025-11-20,146,USDJPY,buy,0.01,1.74
2232,2025-11-20,122,EURUSD,sell,0.05,-7.76
382,2025-11-20,129,EURUSD,sell,0.5,35.51
993,2025-11-20,28,GBPUSD,sell,0.01,0.28
2213,2025-11-20,123,EURUSD,sell,0.05,8.25
634,2025-11-21,51,USDJPY,buy,1.0,61.93
512,2025-11-21,137,USDJPY,buy,0.5,-32.88
2196,2025-11-21,160,XAUUSD,buy,0.1,-12.68
1146,2025-11-21,197,GBPUSD,buy,0.05,0.96
2692,2025-11-21,128,GBPUSD,sell,0.5,-22.8
2144,2025-11-21,65,EURUSD,buy,0.05,3.73
2100,2025-11-21,198,EURUSD,sell,0.05,-0.2
2619,2025-11-21,171,XAUUSD,buy,0.01,0.07
853,2025-11-24,164,USDJPY,buy,1.0,-30.6
2392,2025-11-24,75,USDJPY,sell,0.01,-0.19
2185,2025-11-24,94,USDJPY,sell,1.0,-35.93
787,2025-11-24,5,USDJPY,buy,0.1,7.29
348,2025-11-24,49,GBPUSD,buy,0.1,10.31
1267,2025-11-24,181,GBPUSD,buy,2.0,115.73
1708,2025-11-24,19,GBPUSD,buy,0.1,-1.37
98,2025-11-24,191,GBPUSD,buy,0.01,1.88
2998,2025-11-24,90,XAUUSD,sell,0.1,6.47
2128,2025-11-25,147,XAUUSD,buy,0.05,3.25
1787,2025-11-25,46,USDJPY,buy,0.5,14.89
2583,2025-11-25,12,EURUSD,sell,0.05,-4.33
219,2025-11-25,114,USDJPY,buy,1.0,56.54
1854,2025-11-25,113,USDJPY,sell,0.1,11.58
705,2025-11-25,40,USDJPY,buy,0.05,1.59
822,2025-11-25,32,XAUUSD,buy,0.05,-3.73
723,2025-11-25,140,GBPUSD,buy,0.05,0.75
1446,2025-11-25,96,USDJPY,sell,0.5,45.34
2849,2025-11-25,59,XAUUSD,sell,0.1,-13.48
433,2025-11-25,85,USDJPY,sell,0.05,-1.12
2852,2025-11-25,67,GBPUSD,sell,0.1,8.29
722,2025-11-25,28,EURUSD,buy,0.01,1.03
2022,2025-11-25,150,GBPUSD,buy,0.05,9.83
2280,2025-11-25,134,GBPUSD,sell,0.1,20.04
167,2025-11-25,45,XAUUSD,sell,0.05,1.1
2131,2025-11-26,71,EURUSD,sell,0.1,-17.06
2765,2025-11-26,149,GBPUSD,sell,0.5,-34.02
1871,2025-11-26,94,EURUSD,sell,0.1,-0.96
2035,2025-11-26,146,XAUUSD,buy,0.1,0.42
340,2025-11-26,70,USDJPY,sell,0.05,-5.61
796,2025-11-26,22,EURUSD,sell,0.1,13.43
2949,2025-11-26,7,USDJPY,buy,0.05,-2.16
2495,2025-11-26,47,USDJPY,sell,1.0,17.16
785,2025-11-27,10,EURUSD,sell,0.1,-4.86
794,2025-11-27,87,USDJPY,sell,0.01,-0.66
406,2025-11-27,118,EURUSD,buy,0.01,2.54
873,2025-11-27,45,XAUUSD,buy,0.5,7.83
1579,2025-11-27,189,GBPUSD,sell,0.01,-0.39
1144,2025-11-27,38,XAUUSD,buy,0.05,1.56
1641,2025-11-27,81,USDJPY,buy,0.1,3.2
1139,2025-11-27,82,EURUSD,buy,0.1,-5.68
1145,2025-11-28,125,EURUSD,sell,0.1,0.49
2648,2025-11-28,160,XAUUSD,buy,0.5,-46.59
361,2025-11-28,57,GBPUSD,sell,0.05,-4.51
2114,2025-11-28,171,XAUUSD,sell,0.5,-46.11
2173,2025-11-28,114,GBPUSD,sell,0.05,10.16
471,2025-11-28,57,GBPUSD,sell,0.01,-0.99
1749,2025-11-28,39,EURUSD,buy,0.5,115.31
1474,2025-11-28,114,USDJPY,sell,1.0,45.64
974,2025-12-01,147,GBPUSD,buy,0.1,-1.18
299,2025-12-01,20,XAUUSD,buy,0.01,-0.32
1084,2025-12-01,67,EURUSD,sell,0.01,-0.44
2753,2025-12-01,37,XAUUSD,sell,1.0,11.98
1591,2025-12-01,19,GBPUSD,sell,0.05,0.43
947,2025-12-01,89,USDJPY,buy,2.0,-225.23
1050,2025-12-01,138,GBPUSD,sell,0.1,1.28
2933,2025-12-02,2,GBPUSD,sell,0.05,5.01
1698,2025-12-02,182,XAUUSD,buy,0.1,-9.73
942,2025-12-02,82,GBPUSD,sell,1.0,82.56
2440,2025-12-02,42,USDJPY,buy,0.05,3.25
2214,2025-12-02,16,EURUSD,buy,0.1,5.86
260,2025-12-02,162,EURUSD,buy,0.1,10.5
982,2025-12-02,73,GBPUSD,sell,0.5,16.97
1656,2025-12-02,112,XAUUSD,sell,0.01,1.02
157,2025-12-02,100,GBPUSD,buy,0.1,3.51
275,2025-12-02,130,EURUSD,buy,0.05,9.38
2111,2025-12-02,66,EURUSD,buy,0.01,0.31
2039,2025-12-02,41,USDJPY,buy,0.5,11.21
1599,2025-12-02,81,XAUUSD,sell,0.01,0.06
232,2025-12-02,78,USDJPY,buy,0.1,5.9
444,2025-12-02,123,USDJPY,sell,0.5,-28.31
334,2025-12-02,159,GBPUSD,buy,1.0,-72.28
605,2025-12-03,143,USDJPY,buy,0.01,-0.41
1990,2025-12-03,29,EURUSD,sell,0.1,-1.15
1056,2025-12-03,66,XAUUSD,buy,0.01,0.69
1359,2025-12-03,140,XAUUSD,buy,0.01,-0.3
2567,2025-12-03,117,XAUUSD,buy,2.0,-195.51
1222,2025-12-03,19,GBPUSD,buy,0.1,9.65
2503,2025-12-03,34,XAUUSD,buy,0.5,-72.86
1853,2025-12-03,166,XAUUSD,buy,2.0,-133.86
2421,2025-12-03,69,EURUSD,buy,0.1,4.75
1522,2025-12-04,120,XAUUSD,sell,1.0,55.93
1541,2025-12-04,153,USDJPY,sell,2.0,-62.89
2735,2025-12-04,65,GBPUSD,buy,0.05,0.72
1554,2025-12-04,167,EURUSD,sell,0.1,15.04
711,2025-12-04,52,USDJPY,buy,0.05,-0.71
2445,2025-12-04,83,XAUUSD,buy,0.01,-1.61
649,2025-12-04,165,EURUSD,buy,0.01,0.48
2025,2025-12-04,3,EURUSD,buy,1.0,-83.69
2579,2025-12-04,90,EURUSD,buy,0.01,-2.41
517,2025-12-04,14,EURUSD,sell,0.01,-0.54
2677,2025-12-04,55,XAUUSD,sell,0.01,-0.94
2559,2025-12-05,61,EURUSD,buy,0.01,-0.19
2136,2025-12-05,132,USDJPY,buy,0.05,-0.46
1369,2025-12-05,180,XAUUSD,buy,0.1,-17.75
378,2025-12-05,23,GBPUSD,buy,0.05,2.59
396,2025-12-05,123,XAUUSD,sell,0.5,-41.97
2092,2025-12-05,163,USDJPY,buy,0.1,-1.43
795,2025-12-05,152,EURUSD,sell,1.0,104.47
945,2025-12-05,55,GBPUSD,sell,0.01,-1.05
2348,2025-12-05,56,XAUUSD,buy,1.0,5.3
1404,2025-12-05,89,XAUUSD,sell,0.05,1.89
235,2025-12-05,164,EURUSD,buy,0.05,1.68
790,2025-12-05,73,EURUSD,sell,2.0,4.48
268,2025-12-05,80,USDJPY,buy,0.05,3.04
2762,2025-12-05,11,GBPUSD,sell,0.1,2.89
552,2025-12-05,91,GBPUSD,buy,0.1,-2.3
1843,2025-12-08,101,EURUSD,sell,0.05,5.53
1915,2025-12-08,147,XAUUSD,buy,0.05,-5.19
1469,2025-12-08,196,GBPUSD,buy,0.1,-5.91
2621,2025-12-08,19,EURUSD,buy,0.05,0.9
2204,2025-12-08,159,GBPUSD,buy,0.05,-0.69
876,2025-12-08,179,EURUSD,buy,0.01,0.85
792,2025-12-08,21,EURUSD,sell,1.0,-41.11
531,2025-12-08,197,USDJPY,buy,0.5,44.14
2179,2025-12-08,31,XAUUSD,buy,0.01,-0.79
264,2025-12-08,54,EURUSD,buy,0.01,0.67
284,2025-12-09,6,USDJPY,sell,0.1,5.93
87,2025-12-09,144,EURUSD,buy,2.0,-172.51
910,2025-12-09,111,USDJPY,buy,0.1,-5.44
2642,2025-12-09,75,GBPUSD,buy,0.01,1.62
2012,2025-12-09,84,EURUSD,buy,1.0,137.49
1534,2025-12-09,140,XAUUSD,buy,0.05,-0.07
2124,2025-12-09,130,USDJPY,buy,0.1,8.7
347,2025-12-09,86,XAUUSD,buy,0.5,-9.5
1909,2025-12-09,133,EURUSD,buy,1.0,3.36
1841,2025-12-09,66,USDJPY,sell,0.05,-1.4
1786,2025-12-09,39,EURUSD,sell,0.01,0.77
863,2025-12-09,125,XAUUSD,sell,1.0,-62.29
2462,2025-12-10,51,XAUUSD,buy,1.0,347.23
2920,2025-12-10,197,GBPUSD,buy,0.01,-0.44
265,2025-12-10,92,EURUSD,buy,0.01,0.21
2609,2025-12-10,104,GBPUSD,sell,0.01,0.25
445,2025-12-10,137,XAUUSD,buy,0.05,-4.08
2708,2025-12-10,38,XAUUSD,sell,0.01,1.58
8,2025-12-10,186,EURUSD,buy,0.05,-0.86
2182,2025-12-10,60,USDJPY,sell,0.5,-48.97
2043,2025-12-10,191,GBPUSD,buy,0.1,17.05
2469,2025-12-10,28,EURUSD,buy,2.0,-27.24
2057,2025-12-10,45,USDJPY,sell,0.05,-1.04
488,2025-12-10,87,XAUUSD,sell,0.05,3.52
1079,2025-12-10,96,EURUSD,buy,0.05,-0.76
2650,2025-12-10,15,GBPUSD,sell,0.5,-5.58
22,2025-12-10,9,USDJPY,buy,0.01,0.01
2729,2025-12-10,36,EURUSD,sell,0.1,11.76
2332,2025-12-10,179,GBPUSD,sell,0.05,-2.43
1041,2025-12-10,84,EURUSD,sell,0.01,0.07
599,2025-12-11,144,XAUUSD,buy,0.5,25.52
2414,2025-12-11,132,XAUUSD,sell,0.01,0.59
2302,2025-12-11,71,XAUUSD,sell,0.1,2.11
1922,2025-12-11,129,GBPUSD,sell,0.05,2.48
1738,2025-12-11,31,EURUSD,sell,0.5,1.42
1707,2025-12-11,50,XAUUSD,sell,0.01,-0.96
1933,2025-12-11,142,GBPUSD,buy,0.1,-9.46
1293,2025-12-12,100,USDJPY,sell,0.01,-0.27
456,2025-12-12,118,EURUSD,buy,0.05,0.0
1999,2025-12-12,185,USDJPY,sell,0.05,-4.82
461,2025-12-12,151,EURUSD,sell,0.01,0.62
1407,2025-12-12,46,GBPUSD,buy,0.05,2.44
1852,2025-12-12,85,EURUSD,sell,0.05,2.41
1408,2025-12-12,101,XAUUSD,sell,0.1,10.8
1240,2025-12-15,18,XAUUSD,buy,0.1,9.39
1110,2025-12-15,98,GBPUSD,buy,0.1,7.89
199,2025-12-15,133,USDJPY,buy,1.0,115.44
782,2025-12-15,109,GBPUSD,sell,0.05,-5.85
102,2025-12-15,150,GBPUSD,sell,2.0,-56.43
315,2025-12-15,62,EURUSD,buy,0.01,-0.14
1730,2025-12-15,150,EURUSD,buy,0.05,-3.3
2636,2025-12-15,47,XAUUSD,sell,0.01,1.26
664,2025-12-15,5,GBPUSD,sell,0.01,0.3
1788,2025-12-16,78,GBPUSD,sell,0.1,8.82
312,2025-12-16,21,XAUUSD,sell,0.01,-0.0
819,2025-12-16,153,GBPUSD,sell,2.0,253.59
1816,2025-12-16,11,EURUSD,sell,0.05,0.43
1763,2025-12-16,68,USDJPY,buy,0.5,-42.09
138,2025-12-16,51,EURUSD,sell,1.0,64.33
1204,2025-12-16,148,USDJPY,sell,2.0,357.46
2589,2025-12-16,164,GBPUSD,sell,0.01,0.95
2084,2025-12-16,200,GBPUSD,buy,0.1,-4.79
900,2025-12-16,79,USDJPY,buy,0.05,0.7
1285,2025-12-16,72,XAUUSD,buy,1.0,83.9
896,2025-12-16,72,XAUUSD,sell,1.0,-107.39
899,2025-12-16,188,GBPUSD,sell,0.01,1.01
638,2025-12-16,197,GBPUSD,buy,0.05,5.26
970,2025-12-17,57,USDJPY,sell,1.0,25.44
1360,2025-12-17,58,USDJPY,buy,2.0,-290.87
2007,2025-12-17,3,XAUUSD,sell,0.05,0.6
1226,2025-12-17,135,GBPUSD,buy,0.05,3.05
2728,2025-12-17,164,XAUUSD,buy,0.01,-0.53
898,2025-12-17,153,GBPUSD,sell,0.1,-7.08
1923,2025-12-17,178,EURUSD,buy,0.01,-0.68
1601,2025-12-18,193,XAUUSD,sell,1.0,28.92
2641,2025-12-18,67,XAUUSD,buy,0.01,-0.39
698,2025-12-18,191,USDJPY,buy,0.01,0.46
128,2025-12-18,198,GBPUSD,sell,0.5,-57.04
2433,2025-12-18,126,EURUSD,buy,0.05,8.99
2303,2025-12-18,22,EURUSD,sell,0.01,0.44
639,2025-12-18,110,XAUUSD,sell,0.05,-6.86
521,2025-12-18,76,XAUUSD,buy,2.0,158.32
2473,2025-12-18,6,EURUSD,sell,0.1,0.62
2840,2025-12-18,169,XAUUSD,buy,0.01,0.13
1902,2025-12-18,182,USDJPY,sell,0.05,7.06
1866,2025-12-18,173,GBPUSD,sell,0.05,1.42
957,2025-12-19,174,XAUUSD,sell,0.01,-0.25
842,2025-12-19,27,GBPUSD,sell,0.05,0.95
1941,2025-12-19,73,GBPUSD,buy,0.05,1.05
1304,2025-12-19,84,XAUUSD,sell,0.1,-7.13
2228,2025-12-19,103,GBPUSD,sell,0.05,0.82
561,2025-12-19,199,XAUUSD,buy,0.01,-0.44
2576,2025-12-19,129,XAUUSD,buy,0.01,-1.32
2013,2025-12-19,163,EURUSD,sell,0.05,4.38
1956,2025-12-19,147,XAUUSD,sell,0.01,1.2
1038,2025-12-19,158,XAUUSD,buy,0.05,-0.34
10,2025-12-19,195,EURUSD,buy,0.1,1.59
1564,2025-12-19,71,GBPUSD,buy,0.01,-0.27
2937,2025-12-19,160,XAUUSD,sell,0.01,1.8
1011,2025-12-22,77,EURUSD,buy,0.1,-20.18
1356,2025-12-22,30,XAUUSD,sell,0.5,-13.93
2838,2025-12-22,86,XAUUSD,buy,1.0,72.64
1180,2025-12-22,63,EURUSD,buy,0.01,1.0
2959,2025-12-22,54,GBPUSD,sell,0.05,5.39
2150,2025-12-22,180,EURUSD,buy,0.05,4.58
377,2025-12-22,113,GBPUSD,sell,0.01,0.34
2797,2025-12-22,67,XAUUSD,sell,0.1,3.79
2216,2025-12-22,63,GBPUSD,buy,0.1,0.18
1963,2025-12-22,193,USDJPY,sell,0.01,0.3
2281,2025-12-23,32,GBPUSD,sell,0.1,-3.15
1691,2025-12-23,103,EURUSD,sell,0.05,-1.72
621,2025-12-23,30,GBPUSD,buy,0.01,-1.12
2745,2025-12-23,7,EURUSD,sell,0.05,9.7
656,2025-12-23,2,EURUSD,sell,0.1,-2.56
1920,2025-12-23,125,GBPUSD,sell,0.01,0.04
453,2025-12-23,107,GBPUSD,buy,0.01,0.42
1312,2025-12-23,186,EURUSD,sell,0.5,-55.87
2425,2025-12-23,32,XAUUSD,sell,0.5,90.12
2700,2025-12-23,46,GBPUSD,buy,0.1,8.18
2524,2025-12-23,49,USDJPY,sell,0.5,17.58
685,2025-12-23,59,EURUSD,sell,0.05,1.89
2058,2025-12-23,112,XAUUSD,buy,0.01,2.38
1269,2025-12-24,28,XAUUSD,sell,0.1,0.41
412,2025-12-24,61,EURUSD,sell,0.1,-2.9
671,2025-12-24,84,GBPUSD,sell,2.0,181.36
2113,2025-12-24,54,GBPUSD,sell,0.01,0.51
2733,2025-12-24,79,EURUSD,buy,0.01,-0.63
2577,2025-12-25,98,GBPUSD,buy,0.1,12.28
195,2025-12-25,186,XAUUSD,sell,0.05,2.59
1278,2025-12-25,121,EURUSD,buy,1.0,91.43
287,2025-12-25,12,XAUUSD,buy,0.1,9.56
373,2025-12-25,198,USDJPY,sell,0.1,-11.1
386,2025-12-25,133,EURUSD,buy,0.1,4.8
1349,2025-12-25,20,USDJPY,sell,0.01,-0.13
2352,2025-12-25,160,USDJPY,sell,0.5,-58.48
2873,2025-12-25,106,USDJPY,sell,0.1,11.05
1558,2025-12-25,103,GBPUSD,buy,0.1,4.47
662,2025-12-26,54,XAUUSD,buy,0.05,-5.07
255,2025-12-26,80,USDJPY,sell,0.5,36.69
1292,2025-12-26,57,USDJPY,sell,0.1,9.46
1688,2025-12-26,96,USDJPY,sell,0.5,-0.53
2565,2025-12-26,123,XAUUSD,sell,0.1,3.49
1026,2025-12-26,32,GBPUSD,buy,0.05,-0.92
1582,2025-12-26,19,EURUSD,buy,0.01,0.53
103,2025-12-26,106,EURUSD,sell,0.05,-3.7
2373,2025-12-26,103,XAUUSD,buy,1.0,-69.18
2716,2025-12-26,23,XAUUSD,buy,0.01,1.56
2594,2025-12-26,123,XAUUSD,buy,0.01,-0.85
2911,2025-12-26,161,XAUUSD,sell,0.05,-11.87
2855,2025-12-26,126,GBPUSD,buy,0.01,0.46
2772,2025-12-26,123,XAUUSD,sell,0.05,-6.71
2397,2025-12-26,6,XAUUSD,buy,0.01,-0.39
532,2025-12-29,5,XAUUSD,sell,1.0,201.78
2972,2025-12-29,17,GBPUSD,sell,0.1,-7.76
153,2025-12-29,29,EURUSD,sell,0.01,0.09
1197,2025-12-29,198,EURUSD,buy,0.01,0.42
2017,2025-12-29,196,EURUSD,buy,0.05,-0.57
2809,2025-12-29,126,EURUSD,buy,0.05,-2.73
17,2025-12-29,113,EURUSD,sell,1.0,-76.23
2666,2025-12-29,192,EURUSD,buy,0.1,-8.4
2979,2025-12-29,194,EURUSD,sell,0.01,0.98
1906,2025-12-29,106,USDJPY,buy,1.0,-1.71
